source,feature,anchor_scope,rows,missing,missing_fraction,all_missing,threshold_5pct_pass,classification,rationale
ai,etf_igv_volatility_20_ann,training,2334,948,0.40616966580976865,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_volatility_60_ann,training,2334,1015,0.4348757497857755,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_max_drawdown_60,training,2334,1015,0.4348757497857755,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,spy_momentum_5,training,2334,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_5,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_momentum_20,training,2334,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_20,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_momentum_60,training,2334,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_60,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_return_1,training,2334,0,0.0,False,True,exclude_duplicate_control,one-session SPY control is formula-equivalent in intent but source differs
ai,pool_breadth_up_1,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_breadth_above_ma20,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_breadth_above_ma60,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_cross_sectional_dispersion_1,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_equal_weight_return_1,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_equal_weight_relative_spy_return_1,training,2334,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
base,momentum_1,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,momentum_5,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,momentum_20,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,momentum_60,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volatility_20_ann,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volatility_60_ann,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volume_median_20_log1p,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volume_median_60_log1p,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,dollar_volume_median_20_log1p,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,dollar_volume_median_60_log1p,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spread_median_20_bps,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spread_median_60_bps,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,beta_126,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,idio_vol_126_ann,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,beta_obs_126,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_1,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_5,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_20,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_60,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_volatility_20_ann,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_volatility_60_ann,validation,992,0,0.0,False,True,baseline_control,configured controls-only baseline field
macro,vix_level,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_change_1d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_change_5d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_change_20d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_percentile_252d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs3mo_level,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs3mo_change_5d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs3mo_change_20d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs2_level,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs2_change_5d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs2_change_20d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs10_level,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs10_change_5d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs10_change_20d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,high_yield_oas_level,validation,992,992,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,high_yield_oas_change_5d,validation,992,992,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,high_yield_oas_change_20d,validation,992,992,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,investment_grade_oas_level,validation,992,992,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,investment_grade_oas_change_5d,validation,992,992,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,investment_grade_oas_change_20d,validation,992,992,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,broad_dollar_level,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,broad_dollar_change_5d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,broad_dollar_change_20d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,broad_dollar_change_60d,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,term_spread_10y_2y,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,term_spread_10y_3m,validation,992,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
ai,etf_soxx_momentum_5,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_momentum_20,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_momentum_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_volatility_20_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_volatility_60_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_max_drawdown_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_momentum_5,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_momentum_20,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_momentum_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_volatility_20_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_volatility_60_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_max_drawdown_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_aiq_momentum_5,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_aiq_momentum_20,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_aiq_momentum_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_aiq_volatility_20_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_aiq_volatility_60_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_aiq_max_drawdown_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_botz_momentum_5,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_botz_momentum_20,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_botz_momentum_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_botz_volatility_20_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_botz_volatility_60_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_botz_max_drawdown_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_igv_momentum_5,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_igv_momentum_20,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_igv_momentum_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_igv_volatility_20_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_igv_volatility_60_ann,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_igv_max_drawdown_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_momentum_5,validation,992,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_5,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_momentum_20,validation,992,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_20,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_momentum_60,validation,992,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_return_1,validation,992,0,0.0,False,True,exclude_duplicate_control,one-session SPY control is formula-equivalent in intent but source differs
ai,pool_breadth_up_1,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_breadth_above_ma20,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_breadth_above_ma60,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_cross_sectional_dispersion_1,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_equal_weight_return_1,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_equal_weight_relative_spy_return_1,validation,992,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
base,momentum_1,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,momentum_5,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,momentum_20,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,momentum_60,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volatility_20_ann,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volatility_60_ann,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volume_median_20_log1p,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,volume_median_60_log1p,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,dollar_volume_median_20_log1p,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,dollar_volume_median_60_log1p,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spread_median_20_bps,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spread_median_60_bps,all_anchors,3326,2,0.0006013229104028864,False,True,baseline_control,configured controls-only baseline field
base,beta_126,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,idio_vol_126_ann,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,beta_obs_126,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_1,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_5,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_20,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_momentum_60,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_volatility_20_ann,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
base,spy_volatility_60_ann,all_anchors,3326,0,0.0,False,True,baseline_control,configured controls-only baseline field
macro,vix_level,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_change_1d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_change_5d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_change_20d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,vix_percentile_252d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs3mo_level,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs3mo_change_5d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs3mo_change_20d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs2_level,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs2_change_5d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs2_change_20d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs10_level,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs10_change_5d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,dgs10_change_20d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,high_yield_oas_level,all_anchors,3326,3326,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,high_yield_oas_change_5d,all_anchors,3326,3326,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,high_yield_oas_change_20d,all_anchors,3326,3326,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,investment_grade_oas_level,all_anchors,3326,3326,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,investment_grade_oas_change_5d,all_anchors,3326,3326,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,investment_grade_oas_change_20d,all_anchors,3326,3326,1.0,True,False,exclude_all_missing,credit-spread source begins after the development window
macro,broad_dollar_level,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,broad_dollar_change_5d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,broad_dollar_change_20d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,broad_dollar_change_60d,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,term_spread_10y_2y,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
macro,term_spread_10y_3m,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly lagged macro feature with usable anchor coverage
ai,etf_soxx_momentum_5,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_momentum_20,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_momentum_60,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_volatility_20_ann,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_volatility_60_ann,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_soxx_max_drawdown_60,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_momentum_5,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_momentum_20,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_momentum_60,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_volatility_20_ann,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_volatility_60_ann,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_xlk_max_drawdown_60,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,etf_aiq_momentum_5,all_anchors,3326,1252,0.37642814191220686,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_aiq_momentum_20,all_anchors,3326,1281,0.3851473241130487,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_aiq_momentum_60,all_anchors,3326,1348,0.4052916416115454,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_aiq_volatility_20_ann,all_anchors,3326,1281,0.3851473241130487,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_aiq_volatility_60_ann,all_anchors,3326,1348,0.4052916416115454,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_aiq_max_drawdown_60,all_anchors,3326,1348,0.4052916416115454,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_botz_momentum_5,all_anchors,3326,601,0.18069753457606735,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
