formation_session,Instrument,p_up,rank,initially_selected,execution_eligible,selected_for_target,primary_group,pre_cap_weight,post_cap_stock_weight,post_beta_stock_weight,estimated_pre_scale_volatility,volatility_scale,target_weight,executed_weight,trade_fraction,reason_code
2021-02-03,ADI.OQ,0.4171002300699925,14.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,NXPI.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,ON.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,MPWR.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,MU.OQ,0.43432607633458997,9.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,WDC.OQ,0.34438672889646094,32.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,STX.OQ,0.36730675843077326,27.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,SNDK.OQ,,,False,False,False,memory_hbm_storage,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,NTAP.OQ,0.5137031601325377,3.0,True,True,False,memory_hbm_storage,0.0,0.0,0.0,,,0.05538427283630321,0.05538427283630321,1.0,SELECTED_COUNT_LT_5
2021-02-03,HPE.N,0.4477103307108631,7.0,False,True,False,server_network,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,DELL.N,0.32760065055005105,36.0,False,True,False,server_network,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,ANET.N,0.46196201716900814,5.0,False,True,False,server_network,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,CSCO.OQ,0.45737868605626925,6.0,False,True,False,server_network,0.0,0.0,0.0,,,0.05569775869998698,0.05569775869998698,1.0,SELECTED_COUNT_LT_5
2021-02-03,JNPR.N^G25,0.5175572796070184,2.0,False,True,False,server_network,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,CIEN.N,,,False,False,False,server_network,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,MSFT.OQ,0.41765219500957274,13.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,AMZN.OQ,0.4111497224380065,16.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,GOOG.OQ,0.40788171102283244,18.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.06407601133365191,0.06407601133365191,1.0,SELECTED_COUNT_LT_5
2021-02-03,META.OQ,0.4363688658218082,8.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,ORCL.N,0.4141087055937487,15.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.052369425222648223,0.052369425222648223,1.0,SELECTED_COUNT_LT_5
2021-02-03,IBM.N,0.4245155556732595,10.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,NOW.N,0.24187248326526448,41.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,PLTR.OQ,,,False,False,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,SNPS.OQ,0.3250414183653505,37.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,CDNS.OQ,0.3727340096936965,24.0,False,True,False,cloud_software,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,EQIX.OQ,0.2609295086127963,40.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,DLR.N,0.32457125290106725,38.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,AMT.N,0.3551309985929171,30.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,IRM.N,0.4106660876203603,17.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,VRT.N,,,False,False,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,ETN.N,0.4227407934483829,11.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,TT.N,0.38236063784356344,22.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,JCI.N,0.4182019728994765,12.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,CARR.N,0.366646094795885,28.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,TSLA.OQ,0.5308539872400132,1.0,True,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.06265231276482257,0.06265231276482257,1.0,SELECTED_COUNT_LT_5
2021-02-03,TER.OQ,0.39703212176864383,20.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.054114535105426624,0.054114535105426624,1.0,SELECTED_COUNT_LT_5
2021-02-03,ROK.N,0.29085252726195504,39.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,HON.OQ,0.36846038569631623,26.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,ISRG.OQ,0.36259110955320034,29.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,ZBRA.OQ,0.33861116775491323,34.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,TRMB.OQ,0.3427553887377845,33.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,APTV.N,0.37167918550937223,25.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,,,0.0,0.0,1.0,SELECTED_COUNT_LT_5
2021-02-03,SPY.P,,,False,True,False,market_hedge,0.0,0.0,0.0,,,-0.5900404678242337,-0.5900404678242337,1.0,SELECTED_COUNT_LT_5
2021-03-05,NVDA.OQ,0.6749497836445665,3.0,True,True,True,gpu_accelerator,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,AMD.OQ,0.6269207263428609,9.0,True,True,True,gpu_accelerator,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,AVGO.OQ,0.6247742266977883,12.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,INTC.OQ,0.587439387892952,21.0,False,True,False,gpu_accelerator,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,MRVL.OQ,,,False,False,False,gpu_accelerator,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,QCOM.OQ,0.6131803677687412,14.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,TXN.OQ,0.6054086435847389,15.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,ADI.OQ,0.5892219121730179,20.0,False,True,False,ai_semiconductor,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,NXPI.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,ON.OQ,,,False,False,False,ai_semiconductor,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,MPWR.OQ,0.6549976472139669,4.0,True,True,True,ai_semiconductor,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,MU.OQ,0.6411999395327164,8.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,WDC.OQ,0.6946319555691727,2.0,True,True,True,memory_hbm_storage,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,STX.OQ,0.5769912549496439,24.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,SNDK.OQ,,,False,False,False,memory_hbm_storage,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,NTAP.OQ,0.557356896229009,28.0,False,True,False,memory_hbm_storage,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,HPE.N,0.6412980764910434,7.0,True,True,True,server_network,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,DELL.N,0.5101291215283125,37.0,False,True,False,server_network,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,ANET.N,0.6260703059431532,10.0,False,True,False,server_network,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,CSCO.OQ,0.6009102810828253,16.0,False,True,False,server_network,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,JNPR.N^G25,0.5416838750526654,32.0,False,True,False,server_network,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,CIEN.N,,,False,False,False,server_network,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,MSFT.OQ,0.5866228132014156,22.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,AMZN.OQ,0.6003902321268912,17.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,GOOG.OQ,0.5403592484743046,34.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,META.OQ,0.49980137896287297,40.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,ORCL.N,0.5621041728924762,26.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,IBM.N,0.5415775413933374,33.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,NOW.N,0.6512507872492317,5.0,True,True,True,cloud_software,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,PLTR.OQ,,,False,False,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,SNPS.OQ,0.5721447835595459,25.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,CDNS.OQ,0.6232587837707768,13.0,False,True,False,cloud_software,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,EQIX.OQ,0.5418213562735115,31.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,DLR.N,0.463019605172252,41.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,AMT.N,0.5824188035760419,23.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,IRM.N,0.40031521387115543,42.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,VRT.N,,,False,False,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,ETN.N,0.5061485784679729,38.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,TT.N,0.5195086524160362,36.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,JCI.N,0.5430491524188382,30.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,CARR.N,0.5987831979654129,18.0,False,True,False,data_center_power_cooling,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,TSLA.OQ,0.7133840858857295,1.0,True,True,True,robotics_autonomy,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,TER.OQ,0.6256719466567351,11.0,True,True,True,robotics_autonomy,0.1111111111111111,0.1,0.07779467292264397,0.1289615238436107,0.7754250804392494,0.0603239405087863,0.0603239405087863,1.0,SELECTED
2021-03-05,ROK.N,0.5044187817090272,39.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,HON.OQ,0.5352712956371828,35.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,ISRG.OQ,0.5494249997685834,29.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,ZBRA.OQ,0.5574613824005978,27.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
2021-03-05,TRMB.OQ,0.6439209930588596,6.0,True,True,True,robotics_autonomy,0.1111111111111111,0.09999999999999998,0.07779467292264396,0.1289615238436107,0.7754250804392494,0.06032394050878629,0.06032394050878629,1.0,SELECTED
2021-03-05,APTV.N,0.5980487639445613,19.0,False,True,False,robotics_autonomy,0.0,0.0,0.0,0.1289615238436107,0.7754250804392494,0.0,0.0,1.0,NOT_SELECTED
